Número,Aberto,Resolvido,Encerrado,Prioridade,Categoria,Subcategoria,Produto,Item de configuração,Grupo designado,Aberto por,Entrou para KPI?,KPI Violado?,Código de fechamento,Solução,Duração
INC101800,2025-06-12 17:38:00,2025-06-12 19:59:03.959737308,2025-06-12 20:05:03.959737308,2 - Alta,Infraestrutura,Sub A,lcem,CI-161,NOC N1,Manual,SIM,NAO,Falha de Rede,Ajuste de configuração,8463.959737307376
INC101801,2025-06-12 23:35:00,2025-06-13 02:41:04.270507656,2025-06-13 04:18:04.270507656,3 - Média,Rede,Sub A,lhco,CI-74,Suporte N3,Manual,SIM,NAO,Manutenção Programada,Ajuste de configuração,11164.270507655841
INC101802,2025-06-13 00:42:00,2025-06-13 01:47:18.775813980,2025-06-13 01:49:18.775813980,3 - Média,Banco de Dados,Sub A,lrev,CI-160,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,3918.7758139781313
INC101803,2025-06-13 01:54:00,2025-06-13 02:48:55.062111876,2025-06-13 03:20:55.062111876,3 - Média,Aplicação,Sub B,lsin,CI-232,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,3295.062111874815
INC101804,2025-06-13 04:16:00,2025-06-13 06:59:17.033315880,2025-06-13 08:47:17.033315880,4 - Baixa,Banco de Dados,Sub C,lsin,CI-112,NOC N1,Manual,NAO,NAO,Erro de Configuração,Reinício de serviço,9797.03331588034
INC101805,2025-06-13 05:34:00,2025-06-13 06:36:04.294416347,2025-06-13 06:51:04.294416347,2 - Alta,Aplicação,Sub B,lhvp,CI-105,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,3724.2944163508814
INC101806,2025-06-13 05:55:00,2025-06-13 08:02:00.486829620,2025-06-13 11:51:00.486829620,2 - Alta,Infraestrutura,Sub A,lhvp,CI-242,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,7620.486829621206
INC101807,2025-06-13 07:54:00,2025-06-13 08:28:36.565745862,2025-06-13 12:12:36.565745862,2 - Alta,Aplicação,Sub C,lhco,CI-338,NOC N2,Manual,SIM,NAO,Falha de Aplicação,Reinício de serviço,2076.5657458635096
INC101808,2025-06-13 08:31:00,2025-06-13 10:06:51.735715284,2025-06-13 10:34:51.735715284,4 - Baixa,Aplicação,Sub A,lhco,CI-242,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,5751.735715282328
INC101809,2025-06-13 12:54:00,2025-06-13 15:02:39.150224802,2025-06-13 16:58:39.150224802,4 - Baixa,Banco de Dados,Sub B,lsin,CI-300,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,7719.150224799142
INC101810,2025-06-13 13:34:00,2025-06-13 16:02:08.554067328,2025-06-13 18:24:08.554067328,2 - Alta,Banco de Dados,Sub B,lhco,CI-76,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,8888.55406733022
INC101811,2025-06-13 14:04:00,2025-06-13 15:52:43.081229520,2025-06-13 17:58:43.081229520,3 - Média,Aplicação,Sub A,lsin,CI-110,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,6523.081229517139
INC101812,2025-06-13 14:38:00,2025-06-13 15:15:59.848235052,2025-06-13 18:46:59.848235052,4 - Baixa,Infraestrutura,Sub C,lsin,CI-238,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,2279.8482350513104
INC101813,2025-06-13 18:40:00,2025-06-13 18:47:00.744161736,2025-06-13 20:30:00.744161736,3 - Média,Rede,Sub C,lsin,CI-234,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,420.74416173733516
INC101814,2025-06-13 18:47:00,2025-06-13 20:59:07.935258017,2025-06-14 00:33:07.935258017,3 - Média,Rede,Sub A,lhco,CI-397,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,7927.935258019985
INC101815,2025-06-13 21:42:00,2025-06-13 22:59:05.939354364,2025-06-14 01:12:05.939354364,3 - Média,Banco de Dados,Sub C,lhco,CI-7,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,4625.939354364898
INC101816,2025-06-13 23:53:00,2025-06-14 01:06:44.443462386,2025-06-14 04:04:44.443462386,3 - Média,Infraestrutura,Sub A,lhvp,CI-239,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4424.443462388528
INC101817,2025-06-14 00:46:00,2025-06-14 02:01:51.127157634,2025-06-14 04:14:51.127157634,2 - Alta,Banco de Dados,Sub B,lhco,CI-13,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,4551.127157632275
INC101818,2025-06-14 01:03:00,2025-06-14 01:33:33.233924280,2025-06-14 02:25:33.233924280,4 - Baixa,Rede,Sub B,lhco,CI-4,NOC N2,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,1833.2339242821963
INC101819,2025-06-14 02:16:00,2025-06-14 03:56:02.434268790,2025-06-14 06:30:02.434268790,3 - Média,Banco de Dados,Sub A,lrev,CI-274,NOC N1,Monitoramento,SIM,SIM,Falha de Rede,Reinício de serviço,6002.434268790359
INC101820,2025-06-14 02:47:00,2025-06-14 03:52:18.549200196,2025-06-14 05:54:18.549200196,4 - Baixa,Aplicação,Sub B,lhvp,CI-369,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,3918.5492001939856
INC101821,2025-06-14 03:26:00,2025-06-14 05:10:56.873640528,2025-06-14 05:24:56.873640528,2 - Alta,Banco de Dados,Sub C,lcem,CI-140,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,6296.873640530655
INC101822,2025-06-14 03:54:00,2025-06-14 05:36:28.176109044,2025-06-14 07:28:28.176109044,3 - Média,Rede,Sub B,lhco,CI-284,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,6148.176109041382
INC101823,2025-06-14 04:38:00,2025-06-14 06:59:48.970859724,2025-06-14 09:22:48.970859724,4 - Baixa,Infraestrutura,Sub A,lhco,CI-160,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,8508.970859726054
INC101824,2025-06-14 06:08:00,2025-06-14 07:16:36.454581090,2025-06-14 10:33:36.454581090,3 - Média,Aplicação,Sub A,lcem,CI-2,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,4116.454581088494
INC101825,2025-06-14 09:33:00,2025-06-14 10:04:42.444040776,2025-06-14 12:05:42.444040776,4 - Baixa,Infraestrutura,Sub C,lcem,CI-273,SRE,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,1902.4440407748225
INC101826,2025-06-14 10:56:00,2025-06-14 12:09:41.045797770,2025-06-14 14:01:41.045797770,2 - Alta,Banco de Dados,Sub B,lsin,CI-145,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,4421.045797771352
INC101827,2025-06-14 14:49:00,2025-06-14 15:29:31.267416480,2025-06-14 16:52:31.267416480,3 - Média,Rede,Sub C,lsin,CI-263,NOC N2,Manual,SIM,NAO,Falha de Rede,Reinício de serviço,2431.267416478946
INC101828,2025-06-14 17:09:00,2025-06-14 19:57:07.491820908,2025-06-14 20:59:07.491820908,4 - Baixa,Rede,Sub C,lhco,CI-327,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,10087.491820905692
INC101829,2025-06-14 19:32:00,2025-06-14 21:09:20.144526630,2025-06-14 21:35:20.144526630,2 - Alta,Banco de Dados,Sub B,lsin,CI-237,Suporte N3,Manual,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5840.144526632283
INC101830,2025-06-14 20:03:00,2025-06-14 20:18:39.761922372,2025-06-14 22:35:39.761922372,4 - Baixa,Banco de Dados,Sub B,lsin,CI-121,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Patch aplicado,939.7619223728487
INC101831,2025-06-14 20:13:00,2025-06-14 22:31:15.767914541,2025-06-14 23:21:15.767914541,3 - Média,Infraestrutura,Sub B,lcem,CI-251,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,8295.767914543901
INC101832,2025-06-15 02:12:00,2025-06-15 02:50:45.439738302,2025-06-15 04:20:45.439738302,3 - Média,Rede,Sub B,lsin,CI-63,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,2325.439738303999
INC101833,2025-06-15 02:33:00,2025-06-15 04:04:42.492212706,2025-06-15 06:16:42.492212706,4 - Baixa,Infraestrutura,Sub B,lrev,CI-137,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,5502.492212703341
INC101834,2025-06-15 02:47:00,2025-06-15 03:43:03.872068943,2025-06-15 05:36:03.872068943,3 - Média,Rede,Sub B,lsin,CI-154,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,3363.872068945247
INC101835,2025-06-15 03:49:00,2025-06-15 04:49:01.813553832,2025-06-15 07:09:01.813553832,3 - Média,Aplicação,Sub C,lrev,CI-315,NOC N2,Manual,SIM,NAO,Manutenção Programada,Patch aplicado,3601.813553833933
INC101836,2025-06-15 05:16:00,2025-06-15 06:28:46.721898888,2025-06-15 07:09:46.721898888,4 - Baixa,Rede,Sub C,lhco,CI-380,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,4366.721898887206
INC101837,2025-06-15 07:25:00,2025-06-15 08:32:26.375924478,2025-06-15 12:06:26.375924478,2 - Alta,Banco de Dados,Sub C,lsin,CI-394,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4046.375924478278
INC101838,2025-06-15 21:09:00,2025-06-15 21:36:44.765528850,2025-06-15 22:04:44.765528850,2 - Alta,Infraestrutura,Sub C,lhco,CI-370,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,1664.7655288516107
INC101839,2025-06-15 21:19:00,2025-06-15 21:38:44.141122140,2025-06-15 23:11:44.141122140,3 - Média,Banco de Dados,Sub B,lsin,CI-223,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,1184.1411221423393
INC101840,2025-06-16 06:28:00,2025-06-16 07:35:31.290312096,2025-06-16 10:35:31.290312096,4 - Baixa,Rede,Sub C,lhco,CI-312,NOC N2,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,4051.2903120977635
INC101841,2025-06-16 06:45:00,2025-06-16 08:43:03.901239402,2025-06-16 10:40:03.901239402,3 - Média,Infraestrutura,Sub C,lhvp,CI-277,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,7083.901239404789
INC101842,2025-06-16 06:50:00,2025-06-16 07:10:17.899323240,2025-06-16 08:02:17.899323240,4 - Baixa,Infraestrutura,Sub A,lsin,CI-44,Suporte N3,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,1217.8993232387545
INC101843,2025-06-16 06:59:00,2025-06-16 09:59:10.802983956,2025-06-16 10:39:10.802983956,4 - Baixa,Rede,Sub B,lhco,CI-243,Suporte N3,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,10810.802983954467
INC101844,2025-06-16 07:31:00,2025-06-16 08:30:16.447085220,2025-06-16 10:50:16.447085220,2 - Alta,Aplicação,Sub B,lcem,CI-320,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,3556.447085221259
INC101845,2025-06-16 08:57:00,2025-06-16 11:25:54.718309434,2025-06-16 12:20:54.718309434,3 - Média,Infraestrutura,Sub B,lsin,CI-83,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,8934.718309433109
INC101846,2025-06-16 11:18:00,2025-06-16 12:27:31.079058438,2025-06-16 14:37:31.079058438,2 - Alta,Rede,Sub B,lrev,CI-398,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4171.079058440839
INC101847,2025-06-16 11:50:00,2025-06-16 18:07:46.302003300,2025-06-16 21:59:46.302003300,3 - Média,Rede,Sub B,lhvp,CI-327,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,22666.302003302102
INC101848,2025-06-16 13:14:00,2025-06-16 16:00:48.355914024,2025-06-16 18:22:48.355914024,2 - Alta,Infraestrutura,Sub A,lhco,CI-33,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,10008.35591402623
INC101849,2025-06-16 14:47:00,2025-06-16 17:22:06.688109376,2025-06-16 20:53:06.688109376,3 - Média,Infraestrutura,Sub B,lcem,CI-334,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,9306.68810937504
INC101850,2025-06-16 15:22:00,2025-06-16 17:34:41.627673966,2025-06-16 19:09:41.627673966,3 - Média,Aplicação,Sub C,lhco,CI-118,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,7961.627673966837
INC101851,2025-06-16 15:30:00,2025-06-16 15:46:45.829808400,2025-06-16 17:06:45.829808400,3 - Média,Rede,Sub B,lhco,CI-78,Suporte N3,Manual,SIM,NAO,Erro de Configuração,Ajuste de configuração,1005.8298084000194
INC101852,2025-06-16 16:14:00,2025-06-16 16:31:39.304689930,2025-06-16 18:45:39.304689930,3 - Média,Banco de Dados,Sub B,lhco,CI-366,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,1059.3046899295541
INC101853,2025-06-16 17:22:00,2025-06-16 18:39:22.231870482,2025-06-16 18:52:22.231870482,2 - Alta,Banco de Dados,Sub B,lsin,CI-344,Suporte N3,Manual,SIM,NAO,Erro de Configuração,Patch aplicado,4642.231870480792
INC101854,2025-06-16 17:47:00,2025-06-16 19:47:12.399962382,2025-06-16 22:14:12.399962382,3 - Média,Infraestrutura,Sub A,lsin,CI-122,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,7212.399962383213
INC101855,2025-06-16 18:11:00,2025-06-16 20:03:01.819051572,2025-06-16 21:37:01.819051572,4 - Baixa,Rede,Sub A,lsin,CI-177,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Patch aplicado,6721.819051569122
INC101856,2025-06-16 18:22:00,2025-06-16 19:08:42.100458000,2025-06-16 22:11:42.100458000,3 - Média,Banco de Dados,Sub A,lcem,CI-394,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,2802.1004579998284
INC101857,2025-06-16 21:02:00,2025-06-16 22:03:23.568715164,2025-06-17 00:14:23.568715164,3 - Média,Rede,Sub A,lsin,CI-364,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,3683.568715162015
INC101858,2025-06-16 21:39:00,2025-06-16 22:51:34.547294586,2025-06-17 01:57:34.547294586,3 - Média,Infraestrutura,Sub B,lhco,CI-67,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,4354.547294583883
INC101859,2025-06-16 21:42:00,2025-06-17 01:31:41.812107108,2025-06-17 02:54:41.812107108,4 - Baixa,Infraestrutura,Sub C,lsin,CI-224,SRE,Monitoramento,NAO,NAO,Falha de Rede,Patch aplicado,13781.812107105965
INC101860,2025-06-16 23:18:00,2025-06-17 01:00:14.677472376,2025-06-17 03:51:14.677472376,2 - Alta,Aplicação,Sub B,lhco,CI-174,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,6134.677472377635
INC101861,2025-06-17 01:05:00,2025-06-17 01:38:18.546583632,2025-06-17 02:39:18.546583632,3 - Média,Infraestrutura,Sub A,lrev,CI-335,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,1998.5465836301619
INC101862,2025-06-17 01:16:00,2025-06-17 01:58:05.142008574,2025-06-17 03:44:05.142008574,3 - Média,Banco de Dados,Sub C,lsin,CI-105,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,2525.1420085719365
INC101863,2025-06-17 02:35:00,2025-06-17 03:14:48.430975806,2025-06-17 05:58:48.430975806,4 - Baixa,Aplicação,Sub C,lhvp,CI-173,SRE,Monitoramento,NAO,SIM,Falha de Rede,Reinício de serviço,2388.430975803164
INC101864,2025-06-17 03:16:00,2025-06-17 04:47:51.830129130,2025-06-17 07:27:51.830129130,3 - Média,Rede,Sub B,lsin,CI-162,NOC N2,Manual,SIM,NAO,Manutenção Programada,Reinício de serviço,5511.830129131026
INC101865,2025-06-17 04:43:00,2025-06-17 06:26:51.531497430,2025-06-17 08:02:51.531497430,4 - Baixa,Banco de Dados,Sub A,lsin,CI-162,SRE,Monitoramento,NAO,NAO,Erro de Configuração,Reinício de serviço,6231.531497432201
INC101866,2025-06-17 05:29:00,2025-06-17 07:09:33.229845978,2025-06-17 09:26:33.229845978,3 - Média,Banco de Dados,Sub B,lrev,CI-118,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,6033.22984598052
INC101867,2025-06-17 11:16:00,2025-06-17 11:52:43.308773634,2025-06-17 14:19:43.308773634,2 - Alta,Banco de Dados,Sub C,lhvp,CI-263,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,2203.3087736356315
INC101868,2025-06-17 11:35:00,2025-06-17 11:43:42.659722146,2025-06-17 14:44:42.659722146,2 - Alta,Banco de Dados,Sub B,lsin,CI-294,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,522.6597221461967
INC101869,2025-06-17 13:29:00,2025-06-17 15:05:46.475723754,2025-06-17 18:17:46.475723754,4 - Baixa,Banco de Dados,Sub B,lcem,CI-128,NOC N2,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,5806.475723752361
INC101870,2025-06-17 15:21:00,2025-06-17 16:33:14.063262270,2025-06-17 19:17:14.063262270,2 - Alta,Infraestrutura,Sub C,lhco,CI-68,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,4334.0632622684825
INC101871,2025-06-17 17:37:00,2025-06-17 19:30:36.899884806,2025-06-17 23:17:36.899884806,3 - Média,Banco de Dados,Sub C,lcem,CI-329,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,6816.899884803593
INC101872,2025-06-17 18:40:00,2025-06-17 19:11:30.479749337,2025-06-17 19:33:30.479749337,3 - Média,Banco de Dados,Sub C,lsin,CI-329,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,1890.4797493363567
INC101873,2025-06-17 20:31:00,2025-06-17 22:41:50.901926370,2025-06-17 22:44:50.901926370,3 - Média,Banco de Dados,Sub B,lrev,CI-342,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,7850.901926369281
INC101874,2025-06-18 04:12:00,2025-06-18 06:51:16.289111934,2025-06-18 09:51:16.289111934,3 - Média,Infraestrutura,Sub B,lsin,CI-248,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,9556.289111931741
INC101875,2025-06-18 12:12:00,2025-06-18 16:16:59.068698618,2025-06-18 20:09:59.068698618,3 - Média,Banco de Dados,Sub C,lrev,CI-217,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,14699.068698616396
INC101876,2025-06-18 19:09:00,2025-06-18 20:57:20.439172410,2025-06-18 23:19:20.439172410,4 - Baixa,Aplicação,Sub B,lsin,CI-325,Suporte N3,Manual,NAO,NAO,Erro de Configuração,Ajuste de configuração,6500.439172408013
INC101877,2025-06-18 23:51:00,2025-06-19 00:25:57.183219588,2025-06-19 02:51:57.183219588,3 - Média,Infraestrutura,Sub A,lsin,CI-331,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,2097.183219585912
INC101878,2025-06-19 07:20:00,2025-06-19 08:27:36.101169954,2025-06-19 09:31:36.101169954,3 - Média,Rede,Sub C,lcem,CI-379,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,4056.101169952644
INC101879,2025-06-19 07:49:00,2025-06-19 11:10:28.382690220,2025-06-19 13:41:28.382690220,3 - Média,Banco de Dados,Sub C,lhco,CI-353,SRE,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,12088.382690217477
INC101880,2025-06-19 08:22:00,2025-06-19 10:05:28.452826830,2025-06-19 10:14:28.452826830,3 - Média,Aplicação,Sub B,lsin,CI-264,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,6208.452826832817
INC101881,2025-06-19 09:41:00,2025-06-19 12:00:01.490276736,2025-06-19 13:32:01.490276736,3 - Média,Rede,Sub C,lsin,CI-354,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,8341.490276736433
INC101882,2025-06-19 10:36:00,2025-06-19 11:12:38.345628612,2025-06-19 14:20:38.345628612,2 - Alta,Banco de Dados,Sub B,lhco,CI-368,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,2198.345628611137
INC101883,2025-06-19 11:03:00,2025-06-19 12:52:32.324396099,2025-06-19 13:38:32.324396099,3 - Média,Infraestrutura,Sub A,lhco,CI-307,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,6572.3243961004755
INC101884,2025-06-19 11:29:00,2025-06-19 13:16:10.467416154,2025-06-19 15:56:10.467416154,2 - Alta,Rede,Sub B,lcem,CI-173,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6430.467416154631
INC101885,2025-06-19 12:13:00,2025-06-19 13:28:16.270669626,2025-06-19 14:37:16.270669626,3 - Média,Rede,Sub A,lsin,CI-298,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,4516.270669625884
INC101886,2025-06-19 13:47:00,2025-06-19 15:41:11.052591612,2025-06-19 19:39:11.052591612,4 - Baixa,Aplicação,Sub C,lhco,CI-182,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,6851.052591609079
INC101887,2025-06-19 13:50:00,2025-06-19 14:33:21.417670266,2025-06-19 18:27:21.417670266,2 - Alta,Rede,Sub A,lrev,CI-206,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,2601.417670268697
INC101888,2025-06-19 21:10:00,2025-06-19 23:59:30.257275452,2025-06-20 02:15:30.257275452,3 - Média,Banco de Dados,Sub B,lrev,CI-206,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,10170.257275450052
INC101889,2025-06-20 01:49:00,2025-06-20 04:15:34.919777094,2025-06-20 06:34:34.919777094,4 - Baixa,Infraestrutura,Sub A,lhco,CI-357,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,8794.91977709229
INC101890,2025-06-20 04:49:00,2025-06-20 09:39:20.973532146,2025-06-20 11:45:20.973532146,2 - Alta,Rede,Sub C,lsin,CI-78,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,17420.973532146632
INC101891,2025-06-20 11:03:00,2025-06-20 12:32:53.539402230,2025-06-20 16:28:53.539402230,2 - Alta,Aplicação,Sub C,lcem,CI-7,SRE,Manual,SIM,NAO,Manutenção Programada,Ajuste de configuração,5393.53940223023
INC101892,2025-06-20 13:49:00,2025-06-20 17:50:17.856856836,2025-06-20 18:27:17.856856836,4 - Baixa,Rede,Sub C,lcem,CI-214,Suporte N3,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,14477.856856835595
INC101893,2025-06-20 16:43:00,2025-06-20 17:48:32.654384406,2025-06-20 19:27:32.654384406,4 - Baixa,Aplicação,Sub B,lhvp,CI-166,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Patch aplicado,3932.654384408394
INC101894,2025-06-20 17:26:00,2025-06-20 17:51:58.108587900,2025-06-20 20:49:58.108587900,3 - Média,Aplicação,Sub A,lsin,CI-295,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,1558.1085879005448
INC101895,2025-06-20 21:53:00,2025-06-20 22:40:19.251727446,2025-06-21 00:56:19.251727446,4 - Baixa,Banco de Dados,Sub C,lhco,CI-305,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,2839.2517274438164
INC101896,2025-06-21 05:01:00,2025-06-21 06:22:32.674183014,2025-06-21 08:07:32.674183014,3 - Média,Banco de Dados,Sub C,lhco,CI-14,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,4892.674183013414
INC101897,2025-06-21 05:10:00,2025-06-21 07:51:11.188857990,2025-06-21 10:18:11.188857990,4 - Baixa,Aplicação,Sub B,lhvp,CI-187,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,9671.188857988316
INC101898,2025-06-21 06:09:00,2025-06-21 07:46:59.204587962,2025-06-21 09:15:59.204587962,3 - Média,Rede,Sub B,lhvp,CI-268,SRE,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,5879.204587962824
INC101899,2025-06-21 12:59:00,2025-06-21 14:49:40.572727566,2025-06-21 17:02:40.572727566,3 - Média,Aplicação,Sub C,lcem,CI-276,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,6640.57272756591
INC101900,2025-06-21 16:46:00,2025-06-21 16:56:06.617012916,2025-06-21 19:20:06.617012916,2 - Alta,Infraestrutura,Sub B,lhvp,CI-362,Suporte N3,Manual,SIM,NAO,Falha de Rede,Reinício de serviço,606.6170129161148
INC101901,2025-06-21 20:11:00,2025-06-21 23:32:47.600295252,2025-06-22 01:50:47.600295252,3 - Média,Rede,Sub A,lhco,CI-132,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,12107.60029525451
INC101902,2025-06-21 22:19:00,2025-06-21 23:19:13.822165596,2025-06-22 02:23:13.822165596,4 - Baixa,Banco de Dados,Sub A,lcem,CI-232,Suporte N3,Manual,NAO,NAO,Erro de Configuração,Ajuste de configuração,3613.8221655975963
INC101903,2025-06-21 23:05:00,2025-06-22 00:13:29.981652168,2025-06-22 03:59:29.981652168,4 - Baixa,Rede,Sub B,lsin,CI-370,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,4109.981652165365
INC101904,2025-06-22 00:06:00,2025-06-22 02:09:25.562398242,2025-06-22 02:50:25.562398242,3 - Média,Banco de Dados,Sub A,lsin,CI-7,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,7405.562398239783
INC101905,2025-06-22 04:11:00,2025-06-22 04:37:07.167395562,2025-06-22 07:10:07.167395562,2 - Alta,Infraestrutura,Sub B,lcem,CI-370,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,1567.1673955620272
INC101906,2025-06-22 07:51:00,2025-06-22 08:14:57.261670206,2025-06-22 11:09:57.261670206,2 - Alta,Rede,Sub C,lhco,CI-360,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,1437.2616702056998
INC101907,2025-06-22 10:01:00,2025-06-22 10:23:33.726339480,2025-06-22 11:55:33.726339480,2 - Alta,Infraestrutura,Sub A,lhco,CI-390,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,1353.726339480783
INC101908,2025-06-22 13:23:00,2025-06-22 14:47:05.886876018,2025-06-22 17:06:05.886876018,4 - Baixa,Infraestrutura,Sub A,lcem,CI-135,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,5045.88687601945
INC101909,2025-06-22 16:32:00,2025-06-22 16:59:14.316101814,2025-06-22 18:06:14.316101814,4 - Baixa,Rede,Sub C,lsin,CI-335,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,1634.3161018113178
